StudyID,NCTNumber,StudyTitle,FirstAuthor,PublicationYear,StartYear,CompletionYear,StudyDuration,Country,Settings,Settings Category,Phase,Phase Category,PopulationsStudied,Population Category,Conditions,Condition Category,VaccineName,Vaccine Name Category,VaccineType,Types of Vaccines Category,Outcome,Vaccine Outcomes Category,SampleSize,Sex,PercentageFemale,LossToFollow-up,MainResults,Significance Category,MainLimitations,Main Limitations Category,Manufacturer Type,Cleaned Manufacturer Type,Manufacturer Category,Source of Funding,Cleaned Funding Source,Funding Category,StudyStatus,Sponsor,Sponsor Category,Collaborators,Collaborator Category,CountryCount,SampleSizeCategory
,,Trial to Compare Two Strains of BCG,,,2020.0,2022.0,2.0,Guinea  Guinea-Bissau,,,Phase 4,Post-Marketing Trials,Child Only,Children and Adolescents,Death  Infant|Morbidity  Infant,Miscellaneous Conditions, BCG-Japan| BCG-Russia,Live attenuated,,,Rate of all-cause mortality overall and stratified by maternal BCG scar status and sex  Data on mortality is collected from all available information sources (admission at HNSM  telephone follow-up  HDSS data)  Six weeks of age,Other,15000.0,Both Genders,,,,,,,,,,,,,Recruiting,Bandim Health Project,Academic,University of Southern Denmark,Academic,1.0,Very Large
,,Study of a Quadrivalent Meningococcal Conjugate Vaccine (MenACYW Conjugate Vaccine) Given With Routine Pediatric Vaccines in Healthy Infants and Toddlers in India and the Republic of South Africa,,,2023.0,2025.0,2.0,South Africa,,,Phase 3,Late Phase Trials,Child Only,Children and Adolescents,Meningococcal Immunisation (Healthy Volunteers),Bacterial Infections, Meningococcal Polysaccharide (Seros A  C  Y  and W) Tetanus Toxoid Conjugate Vaccine| ,Other,,,"Percentage of participants with anti-meningococcal serogroups A  C  Y  W antibody titers above predefined thresholds after 2 doses of MenACYW conjugate vaccine compared to 2 doses of MenactraÃÂÃÂ® vaccine in infants and toddlers 6 months to 16 months of age  Antibody (Ab) titers against meningococcal serogroups A  C  Y  and W will be measured in infants and toddlers 6 months to 16 months of age (\[Group 1 + Group 3\] versus \[Group 2 + Group 4\])

The following threshold values will be considered: ÃÂ¢Ã¢ÂÂ°ÃÂ¥ 1:8  30 days after the second vaccination|Percentage of participants with anti-meningococcal serogroups A  C  Y  W Ab titers above predefined thresholds after 3 doses of MenACYW conjugate vaccine in infants and toddlers 6 weeks to 15 months of age  Ab titers against meningococcal serogroups A  C  Y  and W will be measured in infants and toddlers 6 months to 15 months of age (Group 5 + Group 7)

The following threshold values will be considered: ÃÂ¢Ã¢ÂÂ°ÃÂ¥ 1:8  30 days after the booster vaccination",Immunogenicity,1528.0,Both Genders,,,,,,,,,,,,,Recruiting,Sanofi Pasteur  a Sanofi Company,Pharma,,Not Reported,1.0,Large
,,Maternal Pertussis Wholecell Responses,,,2020.0,2021.0,1.0,Uganda,,,Phase 2,Mid-Phase Trials,Adult and Older Adult,Adults,Pertussis,Bacterial Infections,Boostagen  (BioNet-Asia),Other,,,Anti-pertussis toxin (PT) and anti-FHA IgG concentrations in cord blood of Tdap-vaccinated HIV-infected vs HIV-uninfected pregnant women.  At delivery|Anti-pertussis toxin (PT) and anti-FHA IgG concentrations in cord blood of Tdap -vaccinated vs Tdap -unvaccinated pregnant women and whether this differs by maternal HIV status.  At delivery|Anti-PT and anti-FHA IgG concentrations in infants born to Tdap vaccinated vs Tdap -unvaccinated pregnant women 4 weeks after the completion of a series of primary vaccination with 3 doses of wP vaccine  and whether this differs by maternal HIV status.  18 weeks of pregnancy|Safety Outcome: Safety assessment of Tdap vaccine vs Td vaccine in HIV-infected vs HIV-uninfected pregnant women - Pregnant Women  Percentage of maternal Subjects With Solicited Local and Solicited Systemic AEs and percentage with any Unsolocited AEs   Percentage of Maternal Subjects With Serious Adverse Events (SAEs)  Unsolicited Medically Attended AEs (MAEs) and Unsolicited AEs Leading to Study Withdrawal  First vaccination visits|Safety Outcome: Safety assessment of Tdap vaccine vs Td vaccine in HIV-infected vs HIV-uninfected pregnant women - Pregnant Women  Percentage of maternal Subjects With Solicited Local and Solicited Systemic AEs and percentage with any Unsolocited AEs   Percentage of Maternal Subjects With Serious Adverse Events (SAEs)  Unsolicited Medically Attended AEs (MAEs) and Unsolicited AEs Leading to Study Withdrawal  At 12 months of age of infants|Safety Outcome: Safety assessment of Tdap vaccine vs Td vaccine in HIV-infected vs HIV-uninfected pregnant women - Infants  Percentage of Infants With SAEs  Unsolicited AEs and AEs Leading to Study Withdrawal by a clinical examination  At birth|Safety Outcome: Safety assessment of Tdap vaccine vs Td vaccine in HIV-infected vs HIV-uninfected pregnant women - Infants  Percentage of Infants With SAEs  Unsolicited AEs and AEs Leading to Study Withdrawal by a clinical examination  At 18 weeks of age|Safety Outcome: Safety assessment of Tdap vaccine vs Td vaccine in HIV-infected vs HIV-uninfected pregnant women - Infants  Percentage of Infants With SAEs  Unsolicited AEs and AEs Leading to Study Withdrawal by a clinical examination  At 6 months of age to assess health of the infant (phone call)|Safety Outcome: Safety assessment of Tdap vaccine vs Td vaccine in HIV-infected vs HIV-uninfected pregnant women - Infants  Percentage of Infants With SAEs  Unsolicited AEs and AEs Leading to Study Withdrawal by a clinical examination  At 9 months of age to assess health of the infant (phone call)|Safety Outcome: Safety assessment of Tdap vaccine vs Td vaccine in HIV-infected vs HIV-uninfected pregnant women - Infants  Percentage of Infants With SAEs  Unsolicited AEs and AEs Leading to Study Withdrawal by a clinical examination  At 12 months of age to assess health of the infant (phone call),Safety,200.0,Female Only,,,,,,,,,,,,,Unknown,St George's  University of London,Academic,Medical Research Council|University of British Columbia|Public Health England|MU-JHU CARE|BioNet-Asia,Academic,1.0,Medium
,,Anti-Schistosomiasis Sm14-vaccine in Senegal,,,2022.0,2023.0,1.0,Senegal,,,Phase 2,Mid-Phase Trials,Adult Only,Adults,Schistosomiasis Mansoni|Schistosomiasis Haematobium|Vaccination   Infection,Parasitic Infections, Schistosomiasis Mansoni Sm14 recombinant vaccine+ GLA-SE adjuvant,Adjuvants,,,assessment of Immunogenicity 1  The anti-Sm14 IgG isotypes (Total IgG   IgG1   IgG3   IgG4   IgE) antibody response using an indirect ELISA  Day 1|assessment of Immunogenicity 2  The anti-Sm14 IgG isotypes (Total IgG   IgG1   IgG3   IgG4   IgE) antibody response using an indirect ELISA  Day 56|assessment of Immunogenicity 3  The anti-Sm14 IgG isotypes (Total IgG   IgG1   IgG3   IgG4   IgE) antibody response using an indirect ELISA  Day 84|assessment of Immunogenicity 4  The anti-Sm14 IgG isotypes (Total IgG   IgG1   IgG3   IgG4   IgE) antibody response using an indirect ELISA  Day 140|assessment of Immunogenicity 5  The anti-Sm14 IgG isotypes (Total IgG   IgG1   IgG3   IgG4   IgE) antibody response using an indirect ELISA  Day 168|assessment of Immunogenicity 6  The anti-Sm14 IgG isotypes (Total IgG   IgG1   IgG3   IgG4   IgE) antibody response using an indirect ELISA  Day 224|assessment of Immunogenicity 7  The anti-Sm14 IgG isotypes (Total IgG   IgG1   IgG3   IgG4   IgE) antibody response using an indirect ELISA  Day 308|assessment of Immunogenicity 8  The anti-Sm14 IgG isotypes (Total IgG   IgG1   IgG3   IgG4   IgE) antibody response using an indirect ELISA  Day 392|assessment of immunogenicity 9  Measure expression change in membrane markers expression of PBMC under in vitro Sm14 antigen activation  Day 1|assessment of immunogenicity 10  Measure expression change in membrane markers expression of PBMC under in vitro Sm14 antigen activation (for Group Vacc3)  Day 84|assessment of immunogenicity 11  Measure expression change in membrane markers expression of PBMC under in vitro Sm14 antigen activation (for Group Vacc2+1)  Day 168|assessment of immunogenicity 12  12. Measure cytokine production (ELISA) by PBMC under in vitro Sm14 antigen activation  Day 1|assessment of immunogenicity 13  12. Measure cytokine production (ELISA) by PBMC under in vitro Sm14 antigen activation (for Group Vacc3)  Day 84|assessment of immunogenicity 14  12. Measure cytokine production (ELISA) by PBMC under in vitro Sm14 antigen activation (for Group Vacc2+1)  Day 168,Immunogenicity,120.0,Male Only,,,,,,,,,,,,,Recruiting,Oswaldo Cruz Foundation,Other,,Not Reported,1.0,Medium
,,Adding Male Single Dose HPV Vaccination to Female HPV Vaccination in Tanzania,,,2022.0,2026.0,4.0,Tanzania,,,Phase 4,Post-Marketing Trials,Child and Adult,General Population,HPV Infection|Vaccine Preventable Disease,Cancer, GardasilÃÂÃÂ® HPV vaccine,Subunit/Protein,,,Impact of adding single-dose male HPV vaccination to the national HPV vaccination programme in girls on population 4-valent HPV genotype prevalence in 18 to 21-year-old females and males  Prevalence of 4-valent vaccine HPV genotype DNA (HPV 6  11  16 or 18) in males and females aged 18 to 21 years in intervention clusters and control clusters 36 months post-male vaccination  Month 36,Other,10400.0,Male Only,,,,,,,,,,,,,Active_Not_Recruiting,London School of Hygiene and Tropical Medicine,Academic,Mwanza Intervention Trials Unit  National Institute for Medical Research|York Biomedical Research Institute  Hull York Medical School  University of York|Cancer Epidemiology Research Programme Institut CatalÃÂÃÂ  d' Oncologia|Karolinska Institute Department of Laboratory Medicine|Department of Pathology University of Cambridge,Academic,1.0,Very Large
,,Study to Evaluate the Immunogenicity and Safety of a Heterologous Vaccine Regimen Against Ebola,,,2019.0,2022.0,3.0,,,,Phase 2,Mid-Phase Trials,Adult and Older Adult,Adults,Ebola Virus Disease,Viral Infections, Ad26.ZEBOV vaccine,Viral vector,,,Binding antibody responses post-dose 2 vaccination with MVA-BN-Filo  To assess binding antibody levels against the EBOV GP using FANG ELISA  21 days post-dose 2 vaccination,Immunogenicity,699.0,Both Genders,,,,,,,,,,,,,Completed,Universiteit Antwerpen,Other,Johnson & Johnson|Ace Africa|Innovative Medicines Initiative|Coalition for Epidemic Preparedness Innovations|University of Kinshasa,Academic,,Medium
,,A Study to Determine the Safety and Efficacy of the RSV F Vaccine to Protect Infants Via Maternal Immunization,,,2015.0,2019.0,4.0,South Africa,,,Phase 3,Late Phase Trials,Adult Only,Adults,Respiratory Syncytial Virus Infections,Viral Infections, RSV F vaccine ,Subunit/Protein,,,Incidence of medically significant RSV LRTI with either hypoxemia (SpO2 <95% at sea level or <92% at altitudes >1800 meters) or tachypnea in infants through 90 days of life  Delivery to 90 days after delivery,Other,4636.0,Female Only,,,,,,,,,,,,,Completed,Novavax,Pharma,Bill and Melinda Gates Foundation,Funders,1.0,Large
,,A Phase I Study to Assess the Safety and Immunogenicity of ChAd63 ME-TRAP - MVA ME-TRAP Heterologous Prime-boost Vaccination Co-administered With EPI Vaccines in Gambian Infants,,,2014.0,2015.0,1.0,Gambia,,,Phase 1,Early Phase Trials,Child Only,Children and Adolescents,Malaria,Parasitic Infections, ChAd63 ME-TRAP / MVA ME-TRAP,Viral vector,,,Safety of ChAd63 ME-TRAP / MVA ME-TRAP prime boost immunisation co-administered with EPI vaccines  Recording of all solicited and unsolicited local and systemic adverse events (including laboratory abnormalities considered adverse events) and the assessment of their causal relationships to the investigative medicinal products (IMPs).  Participants will be followed for the duration of the study  an expected average of 36 weeks,Safety,65.0,Both Genders,,,,,,,,,,,,,Completed,University of Oxford,Academic,Malaria Vectored Vaccines Consortium,Other,1.0,Small
,,Immunogenicity and Safety of GBS-NN/NN2 in Pregnant Women,,,2022.0,2023.0,1.0,South Africa,,,Phase 2,Mid-Phase Trials,All Ages,General Population,Group B Streptococcal Infection,Bacterial Infections, GBS-NN/NN2 Vaccine,Other,,,Concentrations of Immunoglobulin (Ig) G antibodies specific to the AlpN proteins in ÃÂÃÂ¼g/mL in cord blood from each baby  Concentrations of IgG antibodies specific to the AlpN proteins in ÃÂÃÂ¼g/mL in cord blood from each baby  Delivery,Other,272.0,Female Only,,,,,,,,,,,,,Active_Not_Recruiting,Minervax ApS,Other,Larix A/S,Other,1.0,Medium
,,Safety  Immunogenicity  and Protective Efficacy of Radiation Attenuated Plasmodium Falciparum NF54 Sporozoites (PfSPZ Vaccine) During Malaria Transmission Season in Healthy African Adult Women of Childbearing Potential in Mali,,,2019.0,2023.0,4.0,Mali,,,Phase 2,Mid-Phase Trials,Child and Adult,General Population,Malaria,Parasitic Infections, PfSPZ Vaccine| Normal ,Experimental/Research,,,Incidence of local and systemic adverse events (AEs) graded by severity occurring within 7 days after each vaccine administration.  Assess safety and tolerability of PfSPZ Vaccine primary series in healthy Malian WOCBP when given at 1  8  29 days at two doses (9 x10(5)   1.8 x10(6)).  one year,Safety,562.0,Both Genders,,,,,,,,,,,,,Active_Not_Recruiting,National Institute of Allergy and Infectious Diseases (NIAID),Government,Malaria Research and Training Center  University of Science Techniques and Technologies of Bamako Sanaria Inc.,Academic,1.0,Medium
,,Safety of and Immune Response to a DNA HIV Vaccine Boosted With a Modified Vaccinia HIV Vaccine and Protein HIV Vaccine in Healthy Adults,,,2011.0,2015.0,4.0,South Africa,,,Phase 1,Early Phase Trials,Adult Only,Adults,HIV Seronegativity|HIV Preventive Vaccine,Viral Infections, MVA-C + gp140/MF59| MVA-C + gp140/MF59| DNA-C2 + MVA-C| DNA-C2 + MVA-C + gp140/MF59,Other,,,Signs and symptoms of local and systemic reactogenicity  laboratory measures of safety  and adverse events  Measured through approximately Month 12|Neutralizing antibody titers to tier 1 and tier 2 virus isolates as assessed by magnitude-breadth curves  Measured through approximately Month 12,Safety,184.0,Both Genders,,,,,,,,,,,,,Completed,HIV Vaccine Trials Network,Research Institutes,South Africa AIDS Vaccine Initiative,Other,1.0,Medium
,,Gonococcal Vaccine Study in Key Populations in Kenya,,,2021.0,2022.0,1.0,Kenya,,,Unknown,Not Reported,Adult Only,Adults,Gonorrhea,Other, 4CMenB (BexseroÃÂÃÂ®) vaccine,Other,,,"humoral and T cell cross-reactive responses against Neisseria gonorrhoeae  Serum antigen- and OMV-specific IgG1  IgG2a  Ig3A and IgA titres will be determined.

T cell responses will be measured in two ways:

Indirect responses: by determining the IgG1/IgG2 ratios after immunization. Direct responses: PBMCs will be isolated at enrolment  2 weeks post second immunization and used for the detection of antigen-specific IFN secreting T cells.

The induction of antibody will be measured by a standard endpoint ELISA assay using peptides covering recombinant protein antigens  purified antigens  and defined OMVs.

After the final immunization  PBMCs will be collected for isolation of antigen-specific memory B cells  aiming to generate human monoclonal antibodies (mAbs) against key vaccine candidates.  approximately 2 weeks following completed vaccination (2 doses)",Immunogenicity,50.0,Both Genders,,,,,,,,,,,,,Completed,University of Oxford,Academic,KEMRI-Wellcome Trust Collaborative Research Program,Funders,1.0,Small
,,Study of Safety and Effectiveness of Intravenous Immunization With PfSPZ Vaccine in Healthy African Adults,,,2013.0,2015.0,2.0,Mali,,,Phase 1,Early Phase Trials,Adult Only,Adults,Malaria,Parasitic Infections, PfSPZ Vaccine,Experimental/Research,,,Assess the safety of repeated IV immunizations with PfSPZ Vaccine  28 days,Other,296.0,Both Genders,,,,,,,,,,,,,Completed,National Institute of Allergy and Infectious Diseases (NIAID),Government,Malaria Research and Training Center  Bamako  Mali|Sanaria Inc.,Other,1.0,Medium
,,Effect of HIV and/or Active Tuberculosis on the Immune Responses to Trivalent Influenza Vaccine (TIV) in Adults,,,2014.0,2014.0,1.0,South Africa,,,Phase 4,Post-Marketing Trials,Adult Only,Adults,Influenza|HIV|Tuberculosis,Viral Infections, Trivalent Inactivated Influenza Vaccine,Inactivated/Killed,,,humoral antibody responses  measured by hemagglutinin inhibition assay (HAI)  to each of three strains included in the seasonal non-adjuvanted trivalent influenza vaccine.  ÃÂ¢Ã¢ÂÂ¬ÃÂ¢ To determine the effect of HIV-infection  tuberculosis (TB) and HIV-TB co-infection on humoral antibody responses  measured by hemagglutinin inhibition assay (HAI)  to each of three strains included in the seasonal non-adjuvanted trivalent influenza vaccine In this study we will use the following definitions to assess the humoral immune response to TIV: HAI titers \<1:10 = seronegative   HAI titers ÃÂ¢Ã¢ÂÂ°ÃÂ¥1:10 = seropositive   HAI titers ÃÂ¢Ã¢ÂÂ°ÃÂ¥1:40 = sero-protective   sero-response rate (primary outcome measure) will be defined as a titer of ÃÂ¢Ã¢ÂÂ°ÃÂ¥1:40 in an individual with baseline titers of \<1:10  or \>4-fold increase of HAI titers if baseline titers were ÃÂ¢Ã¢ÂÂ°ÃÂ¥1:10. Hemagglutination inhibition assays will be performed on serum as per recommended methods. Sera will be titrated against antigens from the influenza vaccine strains included in the 2013 seasonal TIV.  up to 6 weeks after end of the influenza season,Immunogenicity,301.0,Both Genders,,,,,,,,,,,,,Completed,University of Witwatersrand  South Africa,Academic,,Not Reported,1.0,Medium
,,A Follow-up Study to Describe the Safety of Study Participants Who Received RSVPreF3 Maternal Vaccination (Any Dose) or Controls From Previous RSV MAT Studies During Any Pregnancy Conceived Post Vaccination/Control,,,2023.0,2025.0,2.0,South Africa,,,Phase 3,Late Phase Trials,Child and Adult,General Population,Respiratory Syncytial Virus Infections,Viral Infections, RSVPreF3 vaccine,Other,,,Percentage of maternal participants reporting pregnancy outcomes from Day 1 up to Day 42 post-delivery of the first pregnancy conceived within 2 years post-vaccination  From Day 1 up to Day 42 post-delivery of the first pregnancy conceived within 2 years post-vaccination|Percentage of maternal participants reporting pregnancy related adverse events of special interest (AESIs) from Day 1 up to Day 42 post-delivery of the first pregnancy conceived within 2 years post-vaccination  From Day 1 up to Day 42 post-delivery of the first pregnancy conceived within 2 years post-vaccination|Percentage of infant participants reporting infant AESIs from birth up to Day 42 post-birth of the first pregnancy conceived within 2 years post-vaccination  From birth up to Day 42 post-birth of the first pregnancy conceived within 2 years post-vaccination,Safety,4129.0,Female Only,,,,,,,,,,,,,Recruiting,GlaxoSmithKline,Pharma,,Not Reported,1.0,Large
,,Neonatal Immunization With Pneumococcal Conjugate Vaccine in Papua New Guinea,,,2005.0,2010.0,5.0,Guinea,,,Phase 2,Mid-Phase Trials,Child Only,Children and Adolescents,Pneumonia|Meningitis|Otitis Media,Bacterial Infections, Pneumococcal 7 valent conjugate vaccine (PrevenarÃÂÃÂ®),Other,,,Immunogenicity and Safety  Serum PCV serotype-specific IgG antibody at 2  4 and 9 mths. Mucosal PCV serotype-specific IgG antibody at 1  3  4 and 9 mths. PCV-induced T-cell memory (against vaccine protein carrier) at 3 and 9 mths. Local and systemic reactogenicity 48-96 hrs after vaccination. Monitoring of serious adverse events during 18 mth follow-up. T-cell development to bystander antigens at 3 and 9 mths.  5 yrs,Safety,318.0,Both Genders,,,,,,,,,,,,,Completed,Papua New Guinea Institute of Medical Research,Research Institutes,The University of Western Australia,Academic,1.0,Medium
,,A Phase Il of a Therapeutic  Recombinant  Biologically Active HIV-1 Tat Protein Vaccine in HIV-Infected  Anti-Tat Negative  ARV-Treated Adult Volunteers,,,2012.0,2014.0,2.0,South Africa,,,Phase 2,Mid-Phase Trials,Adult Only,Adults,HIV Infections,Viral Infections,HIV-1 Tat Protein Vaccine,Other,,,"Immunogenicity of Tat protein  Induction of specific anti-Tat humoral immune response in terms of IgM  IgG or IgA anti-Tat antibodies.

The induction  magnitude and persistence of the humoral response to the administered vaccination schedule will be compared between the active and placebo groups.  up to 48 weeks",Other,200.0,Both Genders,,,,,,,,,,,,,Completed,Barbara Ensoli  MD,Other,Italian Ministry of Foreign Affairs - General Direction for Cooperation and Development,Other,1.0,Medium
,,Can BCG Vaccination at First Health-facility Contact Reduce Early Infant Mortality?,,,2021.0,2024.0,3.0,Guinea  Guinea-Bissau,,,Phase 4,Post-Marketing Trials,Child Only,Children and Adolescents,Infant Mortality|BCG,Other, BCG vaccination ,Live attenuated,,,"Odds ratio of non-accidental early infant mortality  The primary analysis of early infant non-accidental mortality will be assessed in an intention-to-treat (TT) analysis. Logistic regression models with generalised estimating equation (GEE) correction for village cluster will be used.

Furthermore  an assessment of whether the effect of the intervention on the primary outcome is modified by the following potential effect modifiers  will be carried out: Sex  maternal BCG scar (yes/no)  season of birth (dry/rainy)  strain of BCG.  From 1 day after birth to 42 days after birth",Other,22800.0,Both Genders,,,,,,,,,,,,,Recruiting,Bandim Health Project,Academic,University of Southern Denmark,Academic,1.0,Very Large
,,Immune Responses to BCG Vaccination in Malawi and the UK,,,,,,Malawi,,,Phase 2,Mid-Phase Trials,Child and Adult,General Population,Immunity  Cellular|Hypersensitivity  Delayed Type,Other, BCG vaccination ,Live attenuated,,,Delayed-type hypersensitivity|cytokine responses (eg IFNg) to mycobacterial antigens,Immunogenicity,,Both Genders,,,,,,,,,,,,,Completed,London School of Hygiene and Tropical Medicine,Academic,,Not Reported,1.0,Unknown
,,A Study of 2-dose Vaccination Regimen of Ad26.ZEBOV and MVA-BN-Filo in Infants,,,2019.0,2022.0,3.0,Guinea  Sierra Leone,,,Phase 2,Mid-Phase Trials,Child Only,Children and Adolescents,Ebola Virus Disease,Viral Infections, Ad26.ZEBOV| MVA-BN-Filo| MenACWY,Conjugate,,,Main Study: Percentage of Participants With Solicited Local and Systemic Adverse Events (AEs) up to 7 Days Post-dose 1  An AE is any untoward medical occurrence in a participant participating in a clinical study that does not necessarily have a causal relationship with the pharmaceutical/biological agent under study. Solicited local AEs that included injection site pain/tenderness  erythema  induration/swelling  itching at the vaccination site  were pre-defined local (at the injection site) AEs for which participant were specifically questioned and which were noted by participant in their diary for 7 days post vaccination. Solicited systemic events included fever  headache  fatigue/malaise  myalgia  nausea/vomiting  arthralgia and chills.  From dose 1 (Day 1) up to 7 days post-dose 1 (Day 8)|Main Study: Percentage of Participants With Solicited Local and Systemic AEs up to 7 Days Post-dose 2  An AE is any untoward medical occurrence in a participants participating in a clinical study that does not necessarily have a causal relationship with the pharmaceutical/biological agent under study. Solicited local AEs that included injection site pain/tenderness  erythema  induration/swelling  itching at the vaccination site  were pre-defined local (at the injection site) AEs for which participant were specifically questioned and which were noted by participant in their diary for 7 days post vaccination. Solicited systemic events included fever  headache  fatigue/malaise  myalgia  nausea/vomiting  arthralgia and chills.  From dose 2 (Day 57) up to 7 days post-dose 2 (Day 64)|Main Study: Percentage of Participants With Unsolicited AEs up to 28 Days Post-dose 1  An AE is any untoward medical occurrence in a participant participating in a clinical study that does not necessarily have a causal relationship with the pharmaceutical/biological agent under study. Unsolicited AEs were events which were reported by the participant voluntarily or obtained by means of interviewing the participants in a nondirected manner.  From dose 1 (Day 1) up to 28 days post-dose 1 (Day 29)|Main Study: Percentage of Participants With Unsolicited AEs up to 28 Days Post-dose 2  An AE is any untoward medical occurrence in a participant participating in a clinical study that does not necessarily have a causal relationship with the pharmaceutical/biological agent under study. Unsolicited AEs were events which were reported by the participant voluntarily or obtained by means of interviewing the participant in a nondirected manner.  From dose 2 (Day 57) up to 28 days post-dose 2 (Day 85)|Main Study: Percentage of Participants With Serious Adverse Events (SAEs) up to 6 Months Post Dose-2 on Day 57  An AE is any untoward medical occurrence in a participant participating in a clinical study that does not necessarily have a causal relationship with the pharmaceutical/biological agent under study. A SAE is an adverse event resulting in any of the following outcomes or deemed significant for any other reason: death   initial or prolonged inpatient hospitalization   life-threatening experience (immediate risk of dying)   persistent or significant disability/incapacity   congenital anomaly.  Up to 6 months post dose-2 on Day 57 (Up to 8 months)|Main Study: Percentage of Participants With SAEs Related to Study Intervention  Percentage of participants with SAEs related to study intervention were reported. A SAE is an adverse event resulting in any of the following outcomes or deemed significant for any other reason: death   initial or prolonged inpatient hospitalization   life-threatening experience (immediate risk of dying)   persistent or significant disability/incapacity   congenital anomaly.  Up to Day 365,Safety,108.0,Both Genders,,,,,,,,,,,,,Completed,Janssen Vaccines & Prevention B.V.,Pharma,London School of Hygiene and Tropical Medicine|College of Medicine and Allied Health Sciences (COMAHS)|Institut National de la SantÃÂÃÂ© Et de la Recherche MÃÂÃÂ©dicale  France,Other,1.0,Medium
,,THEMBA II T-Cell Vaccine: Vaccination With saRNA COVID-19 Vaccines,,,2022.0,2023.0,1.0,South Africa,,,Phase 1|2,Early Phase Trials,Adult Only,Adults,COVID-19,Viral Infections, AAHI-SC2 Vaccine| AAHI-SC3 Vaccine| EUA or approved vaccine,Other,,,"Phase 1 Safety - Incidence of medically-attended MAAEs and SAEs  Incidence of medically-attended adverse events (MAAEs) and serious adverse events (SAEs)  through 1 week post final vaccine administration|Phase 1 Safety - Incidence of MAAEs and SAEs through 30 days  Incidence of MAAEs and SAEs  through 30 days post final vaccine administration|Phase 1 Safety - Incidence of MAAEs and SAEs through 6 months  Incidence of MAAEs and SAEs  through 6 months post final vaccine administration|Phase 1 Safety - Incidence of local reactogenicity AEs  Incidence and severity of solicited local reactogenicity AEs  through 1 week after each vaccine dose|Phase 1 Safety - Incidence of solicited systemic reactogenicity AEs  Incidence and severity of solicited systemic reactogenicity AEs  through 1 week after each vaccine dose|Phase 1 Safety - Incidence of unsolicited AEs through 1 week  Incidence and severity of unsolicited AEs  through 1 week post final vaccine administration|Phase 1 Safety - Incidence of unsolicited AEs through 30 days  Incidence and severity of unsolicited AEs  through 30 days post final vaccine administration|Phase 1 Safety - Incidence of abnormal changes of laboratory safety examinations  Incidence of abnormal changes of laboratory safety examinations  Day 365|Phase 1 Safety - Vital Sign - Temperature  Changes in vital signs from Grades 1-4:

measured in (ÃÂÃÂ°C) or (ÃÂÃÂ°F)  Day 365|Phase 1 Safety - Vital Sign - Heart Rate  Changes in vital signs from Grades 1-4:

measured by how many heart beats per minute  Day 365|Phase 1 Safety - Vital Sign - Blood Pressure  Changes in vital signs from Grades 1-4:

systolic/diastolic - measured in mm Hg  Day 365|Phase 1 Safety - Vital Sign - Respiratory Rate  Changes in vital signs from Grades 1-4:

measured in how many breaths per minute  Day 365|Phase 2 Humoral Immunogenicity - GMT of S-specific and N-specific IgG antibodies  GMT of S-specific and N-specific IgG antibodies against 2019 novel coronavirus tested by ELISA in serum  Day 365|Phase 2 Humoral Immunogenicity - GMT of neutralizing antibody  GMT of neutralizing antibody  Day 365|Phase 2 Cellular Immunogenicity - T cell activity  T cell activity against SARS-CoV-2 S protein and N protein as assayed by the ELISpot assay  Day 365",Safety,180.0,Both Genders,,,,,,,,,,,,,Recruiting,ImmunityBio  Inc.,Other,,Not Reported,1.0,Medium
